nohup: ignoring input
 Simulation of RV_0.001_smallD, simulation tag : 4
 Advancement : 19.2 % done in 221.85s.
 Advancement : 19.2 % done in 221.97s.
 Advancement : 19.2 % done in 222.27s.
 Advancement : 19.2 % done in 222.56s.
 Advancement : 19.3 % done in 222.74s.
 Advancement : 19.3 % done in 223.03s.
 Advancement : 19.3 % done in 223.12s.
 Advancement : 19.3 % done in 223.42s.
 Advancement : 19.3 % done in 223.63s.
 Advancement : 19.4 % done in 223.93s.
 Advancement : 19.4 % done in 224.73s.
 Advancement : 19.4 % done in 225.03s.
 Advancement : 19.4 % done in 225.10s.
 Advancement : 19.4 % done in 225.39s.
 Advancement : 19.5 % done in 225.86s.
 Advancement : 19.5 % done in 225.91s.
 Advancement : 19.5 % done in 226.29s.
 Advancement : 19.5 % done in 226.57s.
 Advancement : 19.5 % done in 226.65s.
 Advancement : 19.6 % done in 226.86s.
 Advancement : 19.6 % done in 227.57s.
 Advancement : 19.6 % done in 227.60s.
 Advancement : 19.6 % done in 227.74s.
 Advancement : 19.6 % done in 227.88s.
 Advancement : 19.7 % done in 227.92s.
 Advancement : 19.7 % done in 228.15s.
 Advancement : 19.7 % done in 228.25s.
 Advancement : 19.7 % done in 228.73s.
 Advancement : 19.7 % done in 228.85s.
 Advancement : 19.8 % done in 228.93s.
 Advancement : 19.8 % done in 229.43s.
 Advancement : 19.8 % done in 230.14s.
 Advancement : 19.8 % done in 230.23s.
 Advancement : 19.8 % done in 230.35s.
 Advancement : 19.9 % done in 230.49s.
 Advancement : 19.9 % done in 230.68s.
 Advancement : 19.9 % done in 231.08s.
 Advancement : 19.9 % done in 231.15s.
 Advancement : 19.9 % done in 231.18s.
 Advancement : 20.0 % done in 231.46s.
 Advancement : 20.0 % done in 231.73s.
 Advancement : 20.0 % done in 231.86s.
 Advancement : 20.0 % done in 232.13s.
 Advancement : 20.0 % done in 232.22s.
 Advancement : 20.1 % done in 232.42s.
 Advancement : 20.1 % done in 232.71s.
 Advancement : 20.1 % done in 232.86s.
 Advancement : 20.1 % done in 232.99s.
 Advancement : 20.1 % done in 233.03s.
 Advancement : 20.2 % done in 233.85s.
 Advancement : 20.2 % done in 233.91s.
 Advancement : 20.2 % done in 234.22s.
 Advancement : 20.2 % done in 234.55s.
 Advancement : 20.2 % done in 234.57s.
 Advancement : 20.3 % done in 235.28s.
 Advancement : 20.3 % done in 235.95s.
 Advancement : 20.3 % done in 236.02s.
 Advancement : 20.3 % done in 236.14s.
 Advancement : 20.3 % done in 236.73s.
 Advancement : 20.4 % done in 236.82s.
 Advancement : 20.4 % done in 237.17s.
 Advancement : 20.4 % done in 237.24s.
 Advancement : 20.4 % done in 237.49s.
 Advancement : 20.4 % done in 238.05s.
 Advancement : 20.5 % done in 238.13s.
 Advancement : 20.5 % done in 238.31s.
 Advancement : 20.5 % done in 238.47s.
 Advancement : 20.5 % done in 238.59s.
 Advancement : 20.5 % done in 239.12s.
 Advancement : 20.6 % done in 239.23s.
 Advancement : 20.6 % done in 239.81s.
 Advancement : 20.6 % done in 239.96s.
 Advancement : 20.6 % done in 240.23s.
 Advancement : 20.6 % done in 240.44s.
 Advancement : 20.7 % done in 240.90s.
 Advancement : 20.7 % done in 240.93s.
 Advancement : 20.7 % done in 241.10s.
 Advancement : 20.7 % done in 241.22s.
 Advancement : 20.7 % done in 241.43s.
 Advancement : 20.8 % done in 241.95s.
 Advancement : 20.8 % done in 242.25s.
 Advancement : 20.8 % done in 242.96s.
 Advancement : 20.8 % done in 243.21s.
 Advancement : 20.8 % done in 243.53s.
 Advancement : 20.9 % done in 243.63s.
 Advancement : 20.9 % done in 243.82s.
 Advancement : 20.9 % done in 243.93s.
 Advancement : 20.9 % done in 244.17s.
 Advancement : 20.9 % done in 244.19s.
 Advancement : 21.0 % done in 244.57s.
 Advancement : 21.0 % done in 244.60s.
 Advancement : 21.0 % done in 245.07s.
 Advancement : 21.0 % done in 245.19s.
 Advancement : 21.0 % done in 245.23s.
 Advancement : 21.1 % done in 245.61s.
 Advancement : 21.1 % done in 245.68s.
 Advancement : 21.1 % done in 245.77s.
 Advancement : 21.1 % done in 246.06s.
 Advancement : 21.1 % done in 246.18s.
 Advancement : 21.2 % done in 246.46s.
 Advancement : 21.2 % done in 246.60s.
 Advancement : 21.2 % done in 246.68s.
 Advancement : 21.2 % done in 247.06s.
 Advancement : 21.2 % done in 247.08s.
 Advancement : 21.3 % done in 247.15s.
 Advancement : 21.3 % done in 247.22s.
 Advancement : 21.3 % done in 247.31s.
 Advancement : 21.3 % done in 247.58s.
 Advancement : 21.3 % done in 248.20s.
 Advancement : 21.4 % done in 248.89s.
 Advancement : 21.4 % done in 249.11s.
 Advancement : 21.4 % done in 249.56s.
 Advancement : 21.4 % done in 249.70s.
 Advancement : 21.4 % done in 249.76s.
 Advancement : 21.5 % done in 250.02s.
 Advancement : 21.5 % done in 250.18s.
 Advancement : 21.5 % done in 250.29s.
 Advancement : 21.5 % done in 250.48s.
 Advancement : 21.5 % done in 251.07s.
 Advancement : 21.6 % done in 251.33s.
 Advancement : 21.6 % done in 251.73s.
 Advancement : 21.6 % done in 252.19s.
 Advancement : 21.6 % done in 252.40s.
 Advancement : 21.6 % done in 252.68s.
 Advancement : 21.7 % done in 252.85s.
 Advancement : 21.7 % done in 253.09s.
 Advancement : 21.7 % done in 253.42s.
 Advancement : 21.7 % done in 254.23s.
 Advancement : 21.7 % done in 254.50s.
 Advancement : 21.8 % done in 254.63s.
 Advancement : 21.8 % done in 254.81s.
 Advancement : 21.8 % done in 254.91s.
 Advancement : 21.8 % done in 255.29s.
 Advancement : 21.8 % done in 255.36s.
 Advancement : 21.9 % done in 255.58s.
 Advancement : 21.9 % done in 255.77s.
 Advancement : 21.9 % done in 255.85s.
 Advancement : 21.9 % done in 256.04s.
 Advancement : 21.9 % done in 256.20s.
 Advancement : 22.0 % done in 256.29s.
 Advancement : 22.0 % done in 256.33s.
 Advancement : 22.0 % done in 256.58s.
 Advancement : 22.0 % done in 256.98s.
 Advancement : 22.0 % done in 257.04s.
 Advancement : 22.1 % done in 257.22s.
 Advancement : 22.1 % done in 257.33s.
 Advancement : 22.1 % done in 257.66s.
 Advancement : 22.1 % done in 258.23s.
 Advancement : 22.1 % done in 258.75s.
 Advancement : 22.2 % done in 258.97s.
 Advancement : 22.2 % done in 259.00s.
 Advancement : 22.2 % done in 259.06s.
 Advancement : 22.2 % done in 259.10s.
 Advancement : 22.2 % done in 259.18s.
 Advancement : 22.3 % done in 259.31s.
 Advancement : 22.3 % done in 259.65s.
 Advancement : 22.3 % done in 260.11s.
 Advancement : 22.3 % done in 260.27s.
 Advancement : 22.3 % done in 260.28s.
 Advancement : 22.4 % done in 260.63s.
 Advancement : 22.4 % done in 260.67s.
 Advancement : 22.4 % done in 261.22s.
 Advancement : 22.4 % done in 261.27s.
 Advancement : 22.4 % done in 261.35s.
 Advancement : 22.5 % done in 261.41s.
 Advancement : 22.5 % done in 262.31s.
 Advancement : 22.5 % done in 262.42s.
 Advancement : 22.5 % done in 262.51s.
 Advancement : 22.5 % done in 263.14s.
 Advancement : 22.6 % done in 263.20s.
 Advancement : 22.6 % done in 263.52s.
 Advancement : 22.6 % done in 263.64s.
 Advancement : 22.6 % done in 263.92s.
 Advancement : 22.6 % done in 264.23s.
 Advancement : 22.7 % done in 264.46s.
 Advancement : 22.7 % done in 264.82s.
 Advancement : 22.7 % done in 264.97s.
 Advancement : 22.7 % done in 265.04s.
 Advancement : 22.7 % done in 265.30s.
 Advancement : 22.8 % done in 265.50s.
 Advancement : 22.8 % done in 265.57s.
 Advancement : 22.8 % done in 265.62s.
 Advancement : 22.8 % done in 265.83s.
 Advancement : 22.8 % done in 265.89s.
 Advancement : 22.9 % done in 266.05s.
 Advancement : 22.9 % done in 266.15s.
 Advancement : 22.9 % done in 266.22s.
 Advancement : 22.9 % done in 266.26s.
 Advancement : 22.9 % done in 266.29s.
 Advancement : 23.0 % done in 266.38s.
 Advancement : 23.0 % done in 266.62s.
 Advancement : 23.0 % done in 266.80s.
 Advancement : 23.0 % done in 266.85s.
 Advancement : 23.0 % done in 266.91s.
 Advancement : 23.1 % done in 267.19s.
 Advancement : 23.1 % done in 267.46s.
 Advancement : 23.1 % done in 267.84s.
 Advancement : 23.1 % done in 267.94s.
 Advancement : 23.1 % done in 268.05s.
 Advancement : 23.2 % done in 268.33s.
 Advancement : 23.2 % done in 268.72s.
 Advancement : 23.2 % done in 268.81s.
 Advancement : 23.2 % done in 269.07s.
 Advancement : 23.2 % done in 269.33s.
 Advancement : 23.3 % done in 269.53s.
 Advancement : 23.3 % done in 269.84s.
 Advancement : 23.3 % done in 270.06s.
 Advancement : 23.3 % done in 270.12s.
 Advancement : 23.3 % done in 270.65s.
 Advancement : 23.4 % done in 270.75s.
 Advancement : 23.4 % done in 270.89s.
 Advancement : 23.4 % done in 270.96s.
 Advancement : 23.4 % done in 271.22s.
 Advancement : 23.4 % done in 271.27s.
 Advancement : 23.5 % done in 271.36s.
 Advancement : 23.5 % done in 271.56s.
 Advancement : 23.5 % done in 271.70s.
 Advancement : 23.5 % done in 271.78s.
 Advancement : 23.5 % done in 272.12s.
 Advancement : 23.6 % done in 272.26s.
 Advancement : 23.6 % done in 272.41s.
 Advancement : 23.6 % done in 272.49s.
 Advancement : 23.6 % done in 272.69s.
 Advancement : 23.6 % done in 273.03s.
 Advancement : 23.7 % done in 273.08s.
 Advancement : 23.7 % done in 273.49s.
 Advancement : 23.7 % done in 273.56s.
 Advancement : 23.7 % done in 273.74s.
 Advancement : 23.7 % done in 273.85s.
 Advancement : 23.8 % done in 273.92s.
 Advancement : 23.8 % done in 274.39s.
 Advancement : 23.8 % done in 274.60s.
 Advancement : 23.8 % done in 274.62s.
 Advancement : 23.8 % done in 274.73s.
 Advancement : 23.9 % done in 274.83s.
 Advancement : 23.9 % done in 274.93s.
 Advancement : 23.9 % done in 275.13s.
 Advancement : 23.9 % done in 275.31s.
 Advancement : 23.9 % done in 275.41s.
 Advancement : 24.0 % done in 275.53s.
 Advancement : 24.0 % done in 275.71s.
 Advancement : 24.0 % done in 275.86s.
 Advancement : 24.0 % done in 276.19s.
 Advancement : 24.0 % done in 276.52s.
 Advancement : 24.1 % done in 276.86s.
 Advancement : 24.1 % done in 277.06s.
 Advancement : 24.1 % done in 277.25s.
 Advancement : 24.1 % done in 277.30s.
 Advancement : 24.1 % done in 277.58s.
 Advancement : 24.2 % done in 277.65s.
 Advancement : 24.2 % done in 277.78s.
 Advancement : 24.2 % done in 277.82s.
 Advancement : 24.2 % done in 277.88s.
 Advancement : 24.2 % done in 277.94s.
 Advancement : 24.3 % done in 278.12s.
 Advancement : 24.3 % done in 278.17s.
 Advancement : 24.3 % done in 278.63s.
 Advancement : 24.3 % done in 278.67s.
 Advancement : 24.3 % done in 278.98s.
 Advancement : 24.4 % done in 279.05s.
 Advancement : 24.4 % done in 279.48s.
 Advancement : 24.4 % done in 279.60s.
 Advancement : 24.4 % done in 279.83s.
 Advancement : 24.4 % done in 279.93s.
 Advancement : 24.5 % done in 280.14s.
 Advancement : 24.5 % done in 280.48s.
 Advancement : 24.5 % done in 280.78s.
 Advancement : 24.5 % done in 280.94s.
 Advancement : 24.5 % done in 281.11s.
 Advancement : 24.6 % done in 281.25s.
 Advancement : 24.6 % done in 281.38s.
 Advancement : 24.6 % done in 281.49s.
 Advancement : 24.6 % done in 281.54s.
 Advancement : 24.6 % done in 282.05s.
 Advancement : 24.7 % done in 282.17s.
 Advancement : 24.7 % done in 282.37s.
 Advancement : 24.7 % done in 282.57s.
 Advancement : 24.7 % done in 282.91s.
 Advancement : 24.7 % done in 283.01s.
 Advancement : 24.8 % done in 283.32s.
 Advancement : 24.8 % done in 283.49s.
 Advancement : 24.8 % done in 283.52s.
 Advancement : 24.8 % done in 283.75s.
 Advancement : 24.8 % done in 283.84s.
 Advancement : 24.9 % done in 283.93s.
 Advancement : 24.9 % done in 284.08s.
 Advancement : 24.9 % done in 285.01s.
 Advancement : 24.9 % done in 285.68s.
 Advancement : 24.9 % done in 285.78s.
 Advancement : 25.0 % done in 285.86s.
 Advancement : 25.0 % done in 286.17s.
 Advancement : 25.0 % done in 286.28s.
 Advancement : 25.0 % done in 286.37s.
 Advancement : 25.0 % done in 286.48s.
 Advancement : 25.1 % done in 286.56s.
 Advancement : 25.1 % done in 286.64s.
 Advancement : 25.1 % done in 286.77s.
 Advancement : 25.1 % done in 286.89s.
 Advancement : 25.1 % done in 287.07s.
 Advancement : 25.2 % done in 287.16s.
 Advancement : 25.2 % done in 287.22s.
 Advancement : 25.2 % done in 287.42s.
 Advancement : 25.2 % done in 287.88s.
 Advancement : 25.2 % done in 288.09s.
 Advancement : 25.3 % done in 288.23s.
 Advancement : 25.3 % done in 288.50s.
 Advancement : 25.3 % done in 288.56s.
 Advancement : 25.3 % done in 288.75s.
 Advancement : 25.3 % done in 289.12s.
 Advancement : 25.4 % done in 289.32s.
 Advancement : 25.4 % done in 289.46s.
 Advancement : 25.4 % done in 289.58s.
 Advancement : 25.4 % done in 289.89s.
 Advancement : 25.4 % done in 290.06s.
 Advancement : 25.5 % done in 290.10s.
 Advancement : 25.5 % done in 290.42s.
 Advancement : 25.5 % done in 290.65s.
 Advancement : 25.5 % done in 290.96s.
 Advancement : 25.5 % done in 291.31s.
 Advancement : 25.6 % done in 291.65s.
 Advancement : 25.6 % done in 291.94s.
 Advancement : 25.6 % done in 292.34s.
 Advancement : 25.6 % done in 292.83s.
 Advancement : 25.6 % done in 292.96s.
 Advancement : 25.7 % done in 292.99s.
 Advancement : 25.7 % done in 293.20s.
 Advancement : 25.7 % done in 293.56s.
 Advancement : 25.7 % done in 294.02s.
 Advancement : 25.7 % done in 294.23s.
 Advancement : 25.8 % done in 294.57s.
 Advancement : 25.8 % done in 294.80s.
 Advancement : 25.8 % done in 295.21s.
 Advancement : 25.8 % done in 295.41s.
 Advancement : 25.8 % done in 295.45s.
 Advancement : 25.9 % done in 295.58s.
 Advancement : 25.9 % done in 295.64s.
 Advancement : 25.9 % done in 296.02s.
 Advancement : 25.9 % done in 296.06s.
 Advancement : 25.9 % done in 296.24s.
 Advancement : 26.0 % done in 296.84s.
 Advancement : 26.0 % done in 297.08s.
 Advancement : 26.0 % done in 297.15s.
 Advancement : 26.0 % done in 297.17s.
 Advancement : 26.0 % done in 297.22s.
 Advancement : 26.1 % done in 297.47s.
 Advancement : 26.1 % done in 297.61s.
 Advancement : 26.1 % done in 297.88s.
 Advancement : 26.1 % done in 298.36s.
 Advancement : 26.1 % done in 298.48s.
 Advancement : 26.2 % done in 298.57s.
 Advancement : 26.2 % done in 298.59s.
 Advancement : 26.2 % done in 299.03s.
 Advancement : 26.2 % done in 299.11s.
 Advancement : 26.2 % done in 299.65s.
 Advancement : 26.3 % done in 299.75s.
 Advancement : 26.3 % done in 299.81s.
 Advancement : 26.3 % done in 300.32s.
 Advancement : 26.3 % done in 300.55s.
 Advancement : 26.3 % done in 300.87s.
 Advancement : 26.4 % done in 301.30s.
 Advancement : 26.4 % done in 301.49s.
 Advancement : 26.4 % done in 301.73s.
 Advancement : 26.4 % done in 301.76s.
 Advancement : 26.4 % done in 301.80s.
 Advancement : 26.5 % done in 301.89s.
 Advancement : 26.5 % done in 301.99s.
 Advancement : 26.5 % done in 302.28s.
 Advancement : 26.5 % done in 302.79s.
 Advancement : 26.5 % done in 303.00s.
 Advancement : 26.6 % done in 303.27s.
 Advancement : 26.6 % done in 303.56s.
 Advancement : 26.6 % done in 303.73s.
 Advancement : 26.6 % done in 303.91s.
 Advancement : 26.6 % done in 304.05s.
 Advancement : 26.7 % done in 304.49s.
 Advancement : 26.7 % done in 304.59s.
 Advancement : 26.7 % done in 304.66s.
 Advancement : 26.7 % done in 305.06s.
 Advancement : 26.7 % done in 305.13s.
 Advancement : 26.8 % done in 305.91s.
 Advancement : 26.8 % done in 305.93s.
 Advancement : 26.8 % done in 306.07s.
 Advancement : 26.8 % done in 306.39s.
 Advancement : 26.8 % done in 306.95s.
 Advancement : 26.9 % done in 306.97s.
 Advancement : 26.9 % done in 307.23s.
 Advancement : 26.9 % done in 307.46s.
 Advancement : 26.9 % done in 307.60s.
 Advancement : 26.9 % done in 308.14s.
 Advancement : 27.0 % done in 308.33s.
 Advancement : 27.0 % done in 308.59s.
 Advancement : 27.0 % done in 308.96s.
 Advancement : 27.0 % done in 308.99s.
 Advancement : 27.0 % done in 309.21s.
 Advancement : 27.1 % done in 309.44s.
 Advancement : 27.1 % done in 309.59s.
 Advancement : 27.1 % done in 309.91s.
 Advancement : 27.1 % done in 310.09s.
 Advancement : 27.1 % done in 310.41s.
 Advancement : 27.2 % done in 310.60s.
 Advancement : 27.2 % done in 310.98s.
 Advancement : 27.2 % done in 311.04s.
 Advancement : 27.2 % done in 311.13s.
 Advancement : 27.2 % done in 311.24s.
 Advancement : 27.3 % done in 311.31s.
 Advancement : 27.3 % done in 311.80s.
 Advancement : 27.3 % done in 311.95s.
 Advancement : 27.3 % done in 312.09s.
 Advancement : 27.3 % done in 312.39s.
 Advancement : 27.4 % done in 312.96s.
 Advancement : 27.4 % done in 313.44s.
 Advancement : 27.4 % done in 313.51s.
 Advancement : 27.4 % done in 313.62s.
 Advancement : 27.4 % done in 313.70s.
 Advancement : 27.5 % done in 313.90s.
 Advancement : 27.5 % done in 314.14s.
 Advancement : 27.5 % done in 314.26s.
 Advancement : 27.5 % done in 314.38s.
 Advancement : 27.5 % done in 314.95s.
 Advancement : 27.6 % done in 315.18s.
 Advancement : 27.6 % done in 315.70s.
 Advancement : 27.6 % done in 315.86s.
 Advancement : 27.6 % done in 317.15s.
 Advancement : 27.6 % done in 317.22s.
 Advancement : 27.7 % done in 317.68s.
 Advancement : 27.7 % done in 318.38s.
 Advancement : 27.7 % done in 318.54s.
 Advancement : 27.7 % done in 318.56s.
 Advancement : 27.7 % done in 318.91s.
 Advancement : 27.8 % done in 319.16s.
 Advancement : 27.8 % done in 319.23s.
 Advancement : 27.8 % done in 319.27s.
 Advancement : 27.8 % done in 319.38s.
 Advancement : 27.8 % done in 319.86s.
 Advancement : 27.9 % done in 319.99s.
 Advancement : 27.9 % done in 320.44s.
 Advancement : 27.9 % done in 320.76s.
 Advancement : 27.9 % done in 320.89s.
 Advancement : 27.9 % done in 322.09s.
 Advancement : 28.0 % done in 322.11s.
 Advancement : 28.0 % done in 322.88s.
 Advancement : 28.0 % done in 323.33s.
 Advancement : 28.0 % done in 323.37s.
 Advancement : 28.0 % done in 323.49s.
 Advancement : 28.1 % done in 323.78s.
 Advancement : 28.1 % done in 323.98s.
 Advancement : 28.1 % done in 324.15s.
 Advancement : 28.1 % done in 324.28s.
 Advancement : 28.1 % done in 325.02s.
 Advancement : 28.2 % done in 325.36s.
 Advancement : 28.2 % done in 325.44s.
 Advancement : 28.2 % done in 325.50s.
 Advancement : 28.2 % done in 325.64s.
 Advancement : 28.2 % done in 326.17s.
 Advancement : 28.3 % done in 326.21s.
 Advancement : 28.3 % done in 326.35s.
 Advancement : 28.3 % done in 326.58s.
 Advancement : 28.3 % done in 326.93s.
 Advancement : 28.3 % done in 327.02s.
 Advancement : 28.4 % done in 327.56s.
 Advancement : 28.4 % done in 327.59s.
 Advancement : 28.4 % done in 327.74s.
 Advancement : 28.4 % done in 327.95s.
 Advancement : 28.4 % done in 328.31s.
 Advancement : 28.5 % done in 328.44s.
 Advancement : 28.5 % done in 328.60s.
 Advancement : 28.5 % done in 328.83s.
 Advancement : 28.5 % done in 329.12s.
 Advancement : 28.5 % done in 329.38s.
 Advancement : 28.6 % done in 329.74s.
 Advancement : 28.6 % done in 330.00s.
 Advancement : 28.6 % done in 330.25s.
 Advancement : 28.6 % done in 330.32s.
 Advancement : 28.6 % done in 330.40s.
 Advancement : 28.7 % done in 330.53s.
 Advancement : 28.7 % done in 330.68s.
 Advancement : 28.7 % done in 331.24s.
 Advancement : 28.7 % done in 331.50s.
 Advancement : 28.7 % done in 331.69s.
 Advancement : 28.8 % done in 331.77s.
 Advancement : 28.8 % done in 332.75s.
 Advancement : 28.8 % done in 332.96s.
 Advancement : 28.8 % done in 333.48s.
 Advancement : 28.8 % done in 334.22s.
 Advancement : 28.9 % done in 334.39s.
 Advancement : 28.9 % done in 334.62s.
 Advancement : 28.9 % done in 334.81s.
 Advancement : 28.9 % done in 334.85s.
 Advancement : 28.9 % done in 334.96s.
 Advancement : 29.0 % done in 335.30s.
 Advancement : 29.0 % done in 335.54s.
 Advancement : 29.0 % done in 335.88s.
 Advancement : 29.0 % done in 335.95s.
 Advancement : 29.0 % done in 336.00s.
 Advancement : 29.1 % done in 336.16s.
 Advancement : 29.1 % done in 336.22s.
 Advancement : 29.1 % done in 336.54s.
 Advancement : 29.1 % done in 337.05s.
 Advancement : 29.1 % done in 337.30s.
 Advancement : 29.2 % done in 337.35s.
 Advancement : 29.2 % done in 337.80s.
 Advancement : 29.2 % done in 337.94s.
 Advancement : 29.2 % done in 338.29s.
 Advancement : 29.2 % done in 338.36s.
 Advancement : 29.3 % done in 338.58s.
 Advancement : 29.3 % done in 338.69s.
 Advancement : 29.3 % done in 338.79s.
 Advancement : 29.3 % done in 338.91s.
 Advancement : 29.3 % done in 339.14s.
 Advancement : 29.4 % done in 339.59s.
 Advancement : 29.4 % done in 339.76s.
 Advancement : 29.4 % done in 339.81s.
 Advancement : 29.4 % done in 340.12s.
 Advancement : 29.4 % done in 340.38s.
 Advancement : 29.5 % done in 340.63s.
 Advancement : 29.5 % done in 340.70s.
 Advancement : 29.5 % done in 340.98s.
 Advancement : 29.5 % done in 342.57s.
 Advancement : 29.5 % done in 343.32s.
 Advancement : 29.6 % done in 343.37s.
 Advancement : 29.6 % done in 343.39s.
 Advancement : 29.6 % done in 343.72s.
 Advancement : 29.6 % done in 344.05s.
 Advancement : 29.6 % done in 344.27s.
 Advancement : 29.7 % done in 344.39s.
 Advancement : 29.7 % done in 344.45s.
 Advancement : 29.7 % done in 344.51s.
 Advancement : 29.7 % done in 344.98s.
 Advancement : 29.7 % done in 345.12s.
 Advancement : 29.8 % done in 345.20s.
 Advancement : 29.8 % done in 345.28s.
 Advancement : 29.8 % done in 345.41s.
 Advancement : 29.8 % done in 345.75s.
 Advancement : 29.8 % done in 346.26s.
 Advancement : 29.9 % done in 346.32s.
 Advancement : 29.9 % done in 346.47s.
 Advancement : 29.9 % done in 346.49s.
 Advancement : 29.9 % done in 346.65s.
 Advancement : 29.9 % done in 346.83s.
 Advancement : 30.0 % done in 347.17s.
 Advancement : 30.0 % done in 348.01s.
 Advancement : 30.0 % done in 348.15s.
 Advancement : 30.0 % done in 348.31s.
 Advancement : 30.0 % done in 348.35s.
 Advancement : 30.1 % done in 348.40s.
 Advancement : 30.1 % done in 348.45s.
 Advancement : 30.1 % done in 348.58s.
 Advancement : 30.1 % done in 348.70s.
 Advancement : 30.1 % done in 348.85s.
 Advancement : 30.2 % done in 349.15s.
 Advancement : 30.2 % done in 349.41s.
 Advancement : 30.2 % done in 349.48s.
 Advancement : 30.2 % done in 349.64s.
 Advancement : 30.2 % done in 350.46s.
 Advancement : 30.3 % done in 351.20s.
 Advancement : 30.3 % done in 351.35s.
 Advancement : 30.3 % done in 351.38s.
 Advancement : 30.3 % done in 351.61s.
 Advancement : 30.3 % done in 351.66s.
 Advancement : 30.4 % done in 351.72s.
 Advancement : 30.4 % done in 351.87s.
 Advancement : 30.4 % done in 351.97s.
 Advancement : 30.4 % done in 352.13s.
 Advancement : 30.4 % done in 352.19s.
 Advancement : 30.5 % done in 352.25s.
 Advancement : 30.5 % done in 352.29s.
 Advancement : 30.5 % done in 352.38s.
 Advancement : 30.5 % done in 353.05s.
 Advancement : 30.5 % done in 353.24s.
 Advancement : 30.6 % done in 353.54s.
 Advancement : 30.6 % done in 353.76s.
 Advancement : 30.6 % done in 354.45s.
 Advancement : 30.6 % done in 354.52s.
 Advancement : 30.6 % done in 354.57s.
 Advancement : 30.7 % done in 354.86s.
 Advancement : 30.7 % done in 355.08s.
 Advancement : 30.7 % done in 355.19s.
 Advancement : 30.7 % done in 355.46s.
 Advancement : 30.7 % done in 355.73s.
 Advancement : 30.8 % done in 356.24s.
 Advancement : 30.8 % done in 356.30s.
 Advancement : 30.8 % done in 356.48s.
 Advancement : 30.8 % done in 356.58s.
 Advancement : 30.8 % done in 356.65s.
 Advancement : 30.9 % done in 356.95s.
 Advancement : 30.9 % done in 357.05s.
 Advancement : 30.9 % done in 357.24s.
 Advancement : 30.9 % done in 357.68s.
 Advancement : 30.9 % done in 358.02s.
 Advancement : 31.0 % done in 358.06s.
 Advancement : 31.0 % done in 358.31s.
 Advancement : 31.0 % done in 358.58s.
 Advancement : 31.0 % done in 358.84s.
 Advancement : 31.0 % done in 359.19s.
 Advancement : 31.1 % done in 359.51s.
 Advancement : 31.1 % done in 360.37s.
 Advancement : 31.1 % done in 360.46s.
 Advancement : 31.1 % done in 360.51s.
 Advancement : 31.1 % done in 360.63s.
 Advancement : 31.2 % done in 361.04s.
 Advancement : 31.2 % done in 361.13s.
 Advancement : 31.2 % done in 361.26s.
 Advancement : 31.2 % done in 361.34s.
 Advancement : 31.2 % done in 361.59s.
 Advancement : 31.3 % done in 361.68s.
 Advancement : 31.3 % done in 362.39s.
 Advancement : 31.3 % done in 362.41s.
 Advancement : 31.3 % done in 362.50s.
 Advancement : 31.3 % done in 362.59s.
 Advancement : 31.4 % done in 362.72s.
 Advancement : 31.4 % done in 363.00s.
 Advancement : 31.4 % done in 363.52s.
 Advancement : 31.4 % done in 363.55s.
 Advancement : 31.4 % done in 363.86s.
 Advancement : 31.5 % done in 364.32s.
 Advancement : 31.5 % done in 364.53s.
 Advancement : 31.5 % done in 364.56s.
 Advancement : 31.5 % done in 364.65s.
 Advancement : 31.5 % done in 364.75s.
 Advancement : 31.6 % done in 364.93s.
 Advancement : 31.6 % done in 365.25s.
 Advancement : 31.6 % done in 365.38s.
 Advancement : 31.6 % done in 365.49s.
 Advancement : 31.6 % done in 365.84s.
 Advancement : 31.7 % done in 366.19s.
 Advancement : 31.7 % done in 367.28s.
 Advancement : 31.7 % done in 367.35s.
 Advancement : 31.7 % done in 367.39s.
 Advancement : 31.7 % done in 368.19s.
 Advancement : 31.8 % done in 368.35s.
 Advancement : 31.8 % done in 368.73s.
 Advancement : 31.8 % done in 368.88s.
 Advancement : 31.8 % done in 369.10s.
 Advancement : 31.8 % done in 369.37s.
 Advancement : 31.9 % done in 369.59s.
 Advancement : 31.9 % done in 369.69s.
 Advancement : 31.9 % done in 369.88s.
 Advancement : 31.9 % done in 370.16s.
 Advancement : 31.9 % done in 370.30s.
 Advancement : 32.0 % done in 370.52s.
 Advancement : 32.0 % done in 370.67s.
 Advancement : 32.0 % done in 370.88s.
 Advancement : 32.0 % done in 371.13s.
 Advancement : 32.0 % done in 371.24s.
 Advancement : 32.1 % done in 371.31s.
 Advancement : 32.1 % done in 371.34s.
 Advancement : 32.1 % done in 371.50s.
 Advancement : 32.1 % done in 371.81s.
 Advancement : 32.1 % done in 372.01s.
 Advancement : 32.2 % done in 372.07s.
 Advancement : 32.2 % done in 372.49s.
 Advancement : 32.2 % done in 372.68s.
 Advancement : 32.2 % done in 372.87s.
 Advancement : 32.2 % done in 373.33s.
 Advancement : 32.3 % done in 373.47s.
 Advancement : 32.3 % done in 374.54s.
 Advancement : 32.3 % done in 374.63s.
 Advancement : 32.3 % done in 374.88s.
 Advancement : 32.3 % done in 375.25s.
 Advancement : 32.4 % done in 375.52s.
 Advancement : 32.4 % done in 375.82s.
 Advancement : 32.4 % done in 376.11s.
 Advancement : 32.4 % done in 376.11s.
 Advancement : 32.4 % done in 376.31s.
